pmid,pub_year,journal,publication_types,mesh_terms
17450380,2007,Virchows Archiv : an international journal of pathology,Journal Article,"Acantholysis; Cell Line, Transformed; Cell Shape; Cell Size; Fluorescein-5-isothiocyanate; Fluorescent Dyes; Humans; Immunoglobulin G; Intermediate Filaments; Keratinocytes; Keratins; Microscopy, Fluorescence; Pemphigus; Staining and Labeling; Time Factors"
7484117,1995,Acta orthopaedica Scandinavica,Journal Article,"Adult; Aged; Aged, 80 and over; Diagnostic Imaging; Female; Humans; Incidence; Male; Middle Aged; Nerve Compression Syndromes; Paralysis; Peroneal Nerve; Retrospective Studies; Spinal Nerves; Spinal Stenosis"
23168908,2013,Prenatal diagnosis,"Journal Article; Research Support, Non-U.S. Gov't","Abortion, Spontaneous; Algorithms; Aneuploidy; Chromosome Aberrations; Chromosomes, Artificial, Bacterial; Cytogenetic Analysis; Female; Fetus; Humans; Karyotyping; Microspheres; Placenta; Pregnancy; Reproducibility of Results; Retrospective Studies"
36056952,2023,Journal of cancer research and clinical oncology,Journal Article,"Humans; Animals; Mice; Arsenic; Cell Line, Tumor; Leukemia, Myeloid, Acute; Apoptosis; Arsenicals; Cell Proliferation"
21647536,2011,"Molecular medicine (Cambridge, Mass.)","Journal Article; Research Support, N.I.H., Extramural","3T3-L1 Cells; AMP-Activated Protein Kinases; Adipocytes; Adipogenesis; Aminophenols; Animals; Antioxidants; Blotting, Western; Body Weight; CCAAT-Enhancer-Binding Protein-alpha; Cell Proliferation; Dietary Fats; Enzyme Activation; Enzyme Activators; Fatty Acid Synthases; Gene Expression; Hydrazones; Male; Mice; Mice, Inbred C57BL; Molecular Structure; Obesity; PPAR gamma; Resveratrol; Reverse Transcriptase Polymerase Chain Reaction; Stilbenes; Weight Gain"
25587511,2014,Plastic and reconstructive surgery. Global open,Journal Article,
12657456,2003,Neuroscience research,Journal Article,"Animals; Calcium; Cells, Cultured; Cerebellum; Culture Media; Cytoplasm; Exocytosis; Immunoblotting; Immunohistochemistry; Microscopy, Electron; Neurites; Potassium Chloride; Rats; Rats, Wistar; Synaptic Vesicles; Synaptophysin"
15631490,2005,Journal of the American Chemical Society,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.","Carbon Isotopes; Deuterium; Isotope Labeling; Nuclear Magnetic Resonance, Biomolecular; Proteins; Ubiquitin"
11883723,2002,Psychological medicine,"Journal Article; Research Support, Non-U.S. Gov't",Adolescent; Adult; Community Health Services; Data Collection; Female; Germany; Humans; Longitudinal Studies; Premenstrual Syndrome; Prevalence; Prospective Studies
38339844,2024,Clinical genetics,Journal Article; Review,Humans; Quality of Life; Psychotherapy; Anxiety; Chronic Disease; Counseling
24978614,2014,Cellular immunology,Journal Article,"Animals; Apoptosis; Benzazepines; CDC2 Protein Kinase; Cell Differentiation; Cell Proliferation; Cells, Cultured; Cyclin-Dependent Kinase 2; Cyclin-Dependent Kinase 5; Glycogen Synthase Kinase 3; Glycogen Synthase Kinase 3 beta; Indoles; Lymphocyte Activation; Mice; Mice, Inbred C57BL; RNA Interference; RNA, Small Interfering; Receptors, Antigen, T-Cell; Signal Transduction; Smad3 Protein; T-Lymphocytes, Regulatory; Transcription, Genetic; Transforming Growth Factor beta"
15804377,2005,Experimental parasitology,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study","Animals; Cells, Cultured; Flow Cytometry; Humans; Leishmania; Leishmania braziliensis; Leishmania donovani; Leishmania major; Leishmania mexicana; Life Cycle Stages; Macrophages, Peritoneal; Mice; Mice, Inbred BALB C; Reproducibility of Results; Species Specificity"
21773669,2011,European journal of pediatrics,"Journal Article; Research Support, Non-U.S. Gov't; Review","Endocarditis; Heart Defects, Congenital; Heart Valve Prosthesis; Heart, Artificial; Humans; Prosthesis-Related Infections; Risk Factors"
37436627,2023,Environmental science and pollution research international,Journal Article,"Greenhouse Gases; Sri Lanka; Agriculture; Soil; Carbon Dioxide; Nitrogen; Crops, Agricultural; Nitrous Oxide; Methane; Carbon; Greenhouse Effect"
16256043,2005,Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology,English Abstract; Journal Article,"Adjuvants, Immunologic; Animals; Aorta; Cattle; Cell Survival; Cells, Cultured; E-Selectin; Endothelial Cells; Enzyme-Linked Immunosorbent Assay; Gene Expression Regulation; Humans; Immunohistochemistry; Intercellular Adhesion Molecule-1; Interleukin-4; Tumor Necrosis Factor-alpha"
12383283,2002,Clinical otolaryngology and allied sciences,Journal Article; Review,Gene Expression; Gene Expression Profiling; Genetic Techniques; Head and Neck Neoplasms; Humans; Oligonucleotide Array Sequence Analysis; Otorhinolaryngologic Diseases; Reverse Transcriptase Polymerase Chain Reaction; Tissue Engineering
17032586,2006,"Reproduction, fertility, and development","Comparative Study; Journal Article; Research Support, N.I.H., Extramural",Animals; Cryopreservation; Freezing; Macaca mulatta; Male; Semen Preservation; Sperm Motility; Spermatozoa
22059768,1995,Meat science,Journal Article,
16157670,2005,Genetics,"Comparative Study; Journal Article; Research Support, U.S. Gov't, Non-P.H.S.","Arabidopsis; Epistasis, Genetic; Fruit; Germination; Phenotype; Quantitative Trait Loci; Seeds"
20362398,2010,Burns : journal of the International Society for Burn Injuries,Journal Article,Adult; Aged; Anti-Bacterial Agents; Biomarkers; Burns; Female; Granzymes; Humans; Male; Middle Aged; Prognosis; Retrospective Studies; Sepsis
30259090,2018,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Journal Article; Review,"Adult; Aged; Aged, 80 and over; Central Serous Chorioretinopathy; Choroid; Choroid Diseases; Cross-Sectional Studies; Disease Progression; Female; Fluorescein Angiography; Follow-Up Studies; Fundus Oculi; Humans; Male; Middle Aged; Polyps; Retinal Vessels; Retrospective Studies; Tomography, Optical Coherence; Visual Acuity; Wet Macular Degeneration; Young Adult"
21387754,2010,Przeglad lekarski,Comparative Study; English Abstract; Journal Article,"Fusion Proteins, bcr-abl; Gene Expression Profiling; Genetic Markers; Humans; Leukemia, Myelogenous, Chronic, BCR-ABL Positive; RNA, Messenger; Reverse Transcriptase Polymerase Chain Reaction"
27665189,2017,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",Journal Article,
22105339,2012,Journal of behavioral medicine,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Aged; Body Mass Index; Body Weight; Diabetes Mellitus, Type 2; Feeding Behavior; Female; Glycated Hemoglobin; Health Behavior; Humans; Intention; Male; Middle Aged; Models, Psychological; Motor Activity; Prospective Studies; Self Care; Self Efficacy; Time Factors"
27860072,2017,Veterinary radiology & ultrasound : the official journal of the American College of Veterinary Radiology and the International Veterinary Radiology Association,Journal Article,"Animals; Cadaver; Diagnosis; Hindlimb; Horses; Magnetic Resonance Imaging; Metatarsus; Tarsus, Animal"
2673693,1989,Diabetes care,"Clinical Trial; Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't","1-Deoxynojirimycin; Aged; Blood Glucose; C-Peptide; Diabetes Mellitus, Type 2; Female; Glucosamine; Glycoside Hydrolase Inhibitors; Humans; Imino Pyranoses; Insulin; Liver; Male; Middle Aged"
28725682,2015,NPJ Parkinson's disease,Journal Article; Review,
23349711,2013,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Algorithms; Color; Computer Graphics; Statistics as Topic; Time Factors
16633665,2006,Physical chemistry chemical physics : PCCP,"Journal Article; Research Support, Non-U.S. Gov't","Algorithms; Aluminum Compounds; Fluorides; Ions; Macromolecular Substances; Models, Molecular; Molecular Structure; Quantum Theory; Spectrum Analysis; X-Rays"
32245258,2020,"Sensors (Basel, Switzerland)",Journal Article,"Algorithms; Artificial Intelligence; Deep Learning; Humans; Machine Learning; Neural Networks, Computer; Skin Diseases; Support Vector Machine"
25294332,2014,Ugeskrift for laeger,Case Reports; Journal Article,"Diagnosis, Differential; Enzyme Replacement Therapy; Female; Glycogen Storage Disease Type II; Humans; Muscle Fatigue; Young Adult"
28879635,2018,Head and neck pathology,Case Reports; Journal Article; Review,"Adult; Aged; Branchioma; Carcinoma, Ductal; Female; Hamartoma; Head and Neck Neoplasms; Humans; Male; Terminology as Topic; Thymoma"
3593619,1987,British heart journal,Case Reports; Journal Article,"Child, Preschool; Dilatation; Female; Humans; Mitral Valve; Mitral Valve Stenosis; Radiography"
37403020,2023,"Molecular medicine (Cambridge, Mass.)","Journal Article; Research Support, Non-U.S. Gov't","Animals; Female; Humans; Infant, Newborn; Mice; Pregnancy; Amnion; Fibroblasts; Inflammation; Interleukin-1 Receptor-Like 1 Protein; Interleukin-33; NF-kappa B; Parturition; Premature Birth"
29230254,2017,Computational and mathematical methods in medicine,Journal Article,"Adolescent; Adult; Affect; Aged; Communication; Communication Devices for People with Disabilities; Emigrants and Immigrants; Emotions; Female; Gestures; Hearing Disorders; Humans; Language; Male; Mental Disorders; Middle Aged; Models, Statistical; Pain Measurement; Physician-Patient Relations; Reproducibility of Results; Speech Disorders; Voice; Young Adult"
27476461,2016,Toxicon : official journal of the International Society on Toxinology,Journal Article,"Amanita; Amanitins; Chromatography, High Pressure Liquid; Mass Spectrometry; Mushroom Poisoning; Peptides, Cyclic; Phylogeny; Reference Standards"
32522043,2021,British journal of neurosurgery,Journal Article,"Humans; Lumbar Vertebrae; Middle Aged; Minimally Invasive Surgical Procedures; Pedicle Screws; Retrospective Studies; Spinal Fusion; Surgery, Computer-Assisted; Treatment Outcome"
23769779,2013,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Comparative Study; Journal Article,"Aged; Aged, 80 and over; Antihypertensive Agents; Corneal Diseases; Descemet Stripping Endothelial Keratoplasty; Endothelium, Corneal; Female; Graft Rejection; Graft Survival; Humans; Intraocular Pressure; Keratoplasty, Penetrating; Male; Middle Aged; Postoperative Complications; Postoperative Period; Retrospective Studies"
20692738,2010,European journal of medicinal chemistry,"Journal Article; Research Support, N.I.H., Extramural","Analgesics, Opioid; Cell Line; Endorphins; Humans; Oligopeptides; Proline; Protein Binding; Receptors, Opioid; Receptors, Opioid, mu"
34000306,2021,International journal of biological macromolecules,Journal Article,"Adsorption; Benzothiazoles; Chitosan; Copper; Drug Stability; Hydrogen-Ion Concentration; Kinetics; Spectroscopy, Fourier Transform Infrared; Thermodynamics; Water Pollutants, Chemical"
7664784,1995,European journal of immunology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Animals; Antigen Presentation; CD4-Positive T-Lymphocytes; CHO Cells; Cell Line; Cricetinae; Endoplasmic Reticulum; Glycoproteins; Golgi Apparatus; Haplorhini; Histocompatibility Antigens Class II; Hydrogen-Ion Concentration; Mice; Mice, Inbred BALB C; Sulfhydryl Compounds; Vesicular stomatitis Indiana virus; Viral Envelope Proteins"
25691103,2015,Beneficial microbes,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Cell Proliferation; Concanavalin A; Diet; Enzyme-Linked Immunosorbent Assay; Fermentation; Immunologic Factors; Isotope Labeling; Lactobacillus plantarum; Leukocytes, Mononuclear; Male; Mice, Inbred BALB C; Physical Conditioning, Animal; Soy Milk; Spleen; Tumor Necrosis Factor-alpha"
22312193,2012,Molecular vision,"Journal Article; Research Support, Non-U.S. Gov't","Cell Culture Techniques; Extracellular Matrix Proteins; Eye Proteins; Focal Adhesion Protein-Tyrosine Kinases; Gene Expression; Gene Expression Profiling; Genes, Essential; Humans; MicroRNAs; Oligonucleotide Array Sequence Analysis; Trabecular Meshwork; Transcriptome"
38054335,2023,The Behavioral and brain sciences,Journal Article,"Humans; Brain; Neural Networks, Computer; Learning"
30639887,2019,Journal of the American Academy of Dermatology,Journal Article,"Adult; Aged; Allergens; Animals; Comorbidity; Construction Materials; Cross-Sectional Studies; Dermatitis, Allergic Contact; Dermatitis, Contact; Dermatitis, Irritant; Dermatitis, Occupational; Diagnosis, Differential; Female; Food Hypersensitivity; Household Products; Humans; Hypersensitivity, Immediate; Male; Middle Aged; Organ Specificity; Patch Tests; Retrospective Studies; Young Adult"
18714611,2008,Journal of continuing education in nursing,Journal Article,"Adult; Certification; Education, Nursing, Continuing; Education, Professional, Retraining; Employment; Female; Humans; Middle Aged; Nursing Education Research; Nursing Methodology Research; Nursing Staff; Preceptorship"
19218538,2009,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Adolescent; Adult; Aged; Cerebrovascular Disorders; Child; Child, Preschool; Disease Progression; Fabry Disease; Female; Heart Diseases; Humans; Kidney Diseases; Male; Middle Aged; Prevalence; Retrospective Studies; Young Adult"
28121620,2017,Aging,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Adiposity; Aging; Animals; Blood Glucose; Energy Metabolism; Glucose Intolerance; Homeostasis; Hypothalamus; Insulin Resistance; Mice; Proto-Oncogene Proteins c-fos; Sympathetic Nervous System
10958806,2000,The Journal of nutrition,Journal Article,"Agaricales; Analysis of Variance; Animals; Base Sequence; Body Weight; Cellulose; Chenopodiaceae; Cholesterol; Cholesterol 7-alpha-Hydroxylase; Dietary Fiber; Hydroxymethylglutaryl CoA Reductases; Liver; Male; Molecular Sequence Data; Organ Size; RNA, Messenger; Rats; Rats, Inbred F344; Receptors, LDL; Reverse Transcriptase Polymerase Chain Reaction; Triglycerides"
27973479,2016,Optics letters,Journal Article,
27033361,2016,EJNMMI research,Journal Article,
19225950,2009,International journal of food sciences and nutrition,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",Algorithms; Carboxylic Ester Hydrolases; Dietary Proteins; Enzyme Stability; Food Additives; Food Handling; Fruit; Hot Temperature; Hydrogen-Ion Concentration; Methylation; Pectins; Psidium; Quality Control
835974,1977,"The Annals of otology, rhinology, and laryngology",Journal Article,"Adolescent; Adult; Child; Child, Preschool; Humans; Nigeria; Tetanus; Time Factors; Tracheotomy"
31889747,2019,Journal of clinical and experimental hepatology,Journal Article,
19800044,2010,Bone,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.","Animals; Bone Resorption; Bone and Bones; Hypertrophy; Mice; Minerals; Periosteum; Rats; Stress, Mechanical; Surface Properties; Time Factors; Weight-Bearing"
38260816,2023,Frontiers in sports and active living,Journal Article,
12804395,2003,The Cochrane database of systematic reviews,Journal Article; Review; Systematic Review,Adult; Colles' Fracture; Fracture Fixation; Humans; Orthopedic Procedures; Randomized Controlled Trials as Topic
